product_id,product_name,upc,vendor,sku,price,in_stock,has_variants,product_url,product_cart_id,quantity_11Apr2023
212457,Hydra 32 HD LED Reef Light - White Body,6.53E+11,Aqua Illumination,212457,429.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydra-32-hd-led-reef-light-white-aqua-illumination.html,9727,44
212462,Prime 16 LED Fuge Light - Black Body,6.53E+11,Aqua Illumination,212462,249.99,TRUE,FALSE,https://www.bulkreefsupply.com/prime-16-led-fuge-light-black-body-aqua-illumination.html,9788,39
212454,Hydra 64 HD LED Reef Light - Black Body,6.53E+11,Aqua Illumination,212454,719.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydra-64-hd-led-reef-light-black-aqua-illumination.html,9724,13
212460,Prime 16 LED Freshwater Light - Black Body,6.53E+11,Aqua Illumination,212460,249.99,TRUE,FALSE,https://www.bulkreefsupply.com/prime-16-hd-led-freshwater-light-black-body-aqua-illumination.html,9786,4
212463,Prime 16 SOL LED Light - White Body,6.53E+11,Aqua Illumination,212463,224.99,TRUE,FALSE,https://www.bulkreefsupply.com/prime-16-sol-led-light-white-body-aqua-illumination.html,9789,10
212455,Hydra 64 HD LED Reef Light - White Body,6.53E+11,Aqua Illumination,212455,719.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydra-64-hd-led-reef-light-white-aqua-illumination.html,9725,17
212456,Hydra 32 HD LED Reef Light - Black Body,6.53E+11,Aqua Illumination,212456,429.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydra-32-hd-led-reef-light-black-aqua-illumination.html,9726,173
212461,Prime 16 LED Freshwater Light - White Body,6.53E+11,Aqua Illumination,212461,249.99,TRUE,FALSE,https://www.bulkreefsupply.com/prime-16-hd-led-freshwater-light-white-body-aqua-illumination.html,9787,6
212459,Prime 16 HD LED Reef Light - White Body,6.53E+11,Aqua Illumination,212459,249.99,TRUE,FALSE,https://www.bulkreefsupply.com/prime-16-hd-led-reef-light-white-body-aqua-illumination.html,9785,30
212458,Prime 16 HD LED Reef Light - Black Body,6.53E+11,Aqua Illumination,212458,249.99,TRUE,FALSE,https://www.bulkreefsupply.com/prime-16-hd-led-reef-light-black-body-aqua-illumination.html,9784,498
211848,Nero 5 Powerhead (3000 GPH),6.53E+11,Aqua Illumination,211848,239.99,TRUE,FALSE,https://www.bulkreefsupply.com/nero-5-powerhead-3000-gph-aqua-illumination.html,8084,26
211347,EXT Single Module Hanging Kit (Black),6.53E+11,Aqua Illumination,211347,42.45,TRUE,FALSE,https://www.bulkreefsupply.com/ext-single-module-hanging-kit-black-aqua-illumination.html,6956,24
210578,HMS Rail 37.5 - Aqua Illumination",,Aqua Illumination,210578,72.77,TRUE,TRUE,https://www.bulkreefsupply.com/multi-light-hms-track-aqua-illumination.html,6009,9
210576,HMS Hydra 64 Bracket,6.53E+11,Aqua Illumination,210576,15.02,TRUE,FALSE,https://www.bulkreefsupply.com/hms-hydra-64-bracket-aqua-illumination.html,6007,49
210577,HMS Rail 25.5 - Aqua Illumination",,Aqua Illumination,210577,54.57,TRUE,TRUE,https://www.bulkreefsupply.com/multi-light-hms-track-aqua-illumination.html,6008,20
210581,HMS Rail 73.5 - Aqua Illumination",,Aqua Illumination,210581,115.21,FALSE,TRUE,https://www.bulkreefsupply.com/multi-light-hms-track-aqua-illumination.html,6012,0
210580,HMS Rail 61.5 - Aqua Illumination",,Aqua Illumination,210580,103.08,TRUE,TRUE,https://www.bulkreefsupply.com/multi-light-hms-track-aqua-illumination.html,6011,3
210579,HMS Rail 49.5 - Aqua Illumination",,Aqua Illumination,210579,90.96,TRUE,TRUE,https://www.bulkreefsupply.com/multi-light-hms-track-aqua-illumination.html,6010,11
210573,HMS Single Light Mount Kit,6.53E+11,Aqua Illumination,210573,90.96,TRUE,FALSE,https://www.bulkreefsupply.com/hms-single-light-mount-kit-aqua-illumination.html,6004,272
210575,HMS Hydra 32 Bracket,6.53E+11,Aqua Illumination,210575,15.02,TRUE,FALSE,https://www.bulkreefsupply.com/hms-hydra-32-bracket-aqua-illumination.html,6006,23
210582,HMS Hanging Kit,6.53E+11,Aqua Illumination,210582,42.45,TRUE,FALSE,https://www.bulkreefsupply.com/hms-hanging-kit-aqua-illumination.html,6014,17
210574,HMS Multi Light Mount Kit,6.53E+11,Aqua Illumination,210574,90.96,TRUE,FALSE,https://www.bulkreefsupply.com/hms-multi-light-mount-kit-aqua-illumination.html,6005,14
210029,Prime Flex Arm - 18 Inch,19962474538,Aqua Illumination,210029,36.37,TRUE,FALSE,https://www.bulkreefsupply.com/prime-flex-arm-18-inch-aqua-illumination.html,5539,211
210028,Prime Flex Arm - 12 Inch,19962474736,Aqua Illumination,210028,30.31,TRUE,FALSE,https://www.bulkreefsupply.com/prime-flex-arm-12-inch-aqua-illumination.html,5538,265
209009,Prime LED Hanging Kit - Black,19962011245,Aqua Illumination,209009,28.88,TRUE,FALSE,https://www.bulkreefsupply.com/ai-prime-hanging-kit-black.html,4172,31
209007,Prime LED Tank Mount - Black,19962011047,Aqua Illumination,209007,40.43,TRUE,FALSE,https://www.bulkreefsupply.com/ai-prime-tank-mount-black.html,4170,261
251884,Blade Smart LED Strip - Coral Grow (66 inch) - Aqua Illumination,,Aqua Illumination,251884,599.99,TRUE,TRUE,https://www.bulkreefsupply.com/blade-smart-led-strip-coral-grow-aqua-illumination.html,15323,35
212905,Chemi-Pure Elite - 6.5 oz - Boyd Enterprises,,Boyd Enterprises,212905,9.34,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-elite-boyd-enterprises.html,10515,93
213829,4oz Vita-Chem Marine - Boyd Enterprises,,Boyd Enterprises,213829,10.62,TRUE,TRUE,https://www.bulkreefsupply.com/vita-chem-marine-boyd-enterprises.html,10833,85
212904,Chemi-Pure Elite - 3.1 oz - Boyd Enterprises,,Boyd Enterprises,212904,7.22,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-elite-boyd-enterprises.html,10514,76
212907,Chemi-Pure Elite - 46 oz - Boyd Enterprises,,Boyd Enterprises,212907,53.97,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-elite-boyd-enterprises.html,10517,31
212906,Chemi-Pure Elite - 11.74 oz - Boyd Enterprises,,Boyd Enterprises,212906,14.87,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-elite-boyd-enterprises.html,10516,206
212911,Chemi-Pure - 10 oz - Boyd Enterprises,,Boyd Enterprises,212911,9.34,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-boyd-enterprises.html,10520,8
212914,Chemi-Pure Blue - 5.5 oz - Boyd Enterprises,,Boyd Enterprises,212914,10.62,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-blue-boyd-enterprises.html,10510,163
212915,Chemi-Pure Blue - 11 oz - Boyd Enterprises,,Boyd Enterprises,212915,17.84,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-blue-boyd-enterprises.html,10511,37
212919,Chemi-Pure Blue - Nano Single - Boyd Enterprises,,Boyd Enterprises,212919,2.54,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-blue-boyd-enterprises.html,10508,44
212920,Chemi-Pure Blue - Nano 5 Pack - Boyd Enterprises,,Boyd Enterprises,212920,11.47,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-blue-boyd-enterprises.html,10509,103
212916,Chemi-Pure Blue - 44 oz - Boyd Enterprises,,Boyd Enterprises,212916,59.49,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-pure-blue-boyd-enterprises.html,10512,26
210057,Chemi Clean Red Cyano Remover - Liquid,7.20E+11,Boyd Enterprises,210057,22.94,TRUE,FALSE,https://www.bulkreefsupply.com/chemi-clean-2-oz-liquid-boyd-enterprises.html,5329,106
210055,Chemi Clean 2 gram Powder - Boyd Enterprises,,Boyd Enterprises,210055,14.87,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-clean-red-cyano-remover-boyd-enterprises.html,5327,217
210056,Chemi Clean 6 gram Powder - Boyd Enterprises,,Boyd Enterprises,210056,26.77,TRUE,TRUE,https://www.bulkreefsupply.com/chemi-clean-red-cyano-remover-boyd-enterprises.html,5328,165
252077,Kamoer X1/Hydros Dosing Pump Bracket,8.10E+11,Coralvue,252077,11.99,TRUE,FALSE,https://www.bulkreefsupply.com/kamoer-x1-hydros-dosing-pump-bracket-coralvue.html,15930,11
251992,2 Hydros Flow Sensor - CoralVue",,Coralvue,251992,119.99,TRUE,TRUE,https://www.bulkreefsupply.com/hydros-flow-sensor-coralvue.html,15820,20
251991,1 1/2 Hydros Flow Sensor - CoralVue",,Coralvue,251991,99.99,TRUE,TRUE,https://www.bulkreefsupply.com/hydros-flow-sensor-coralvue.html,15819,30
251989,3/4 Hydros Flow Sensor - CoralVue",,Coralvue,251989,58.99,TRUE,TRUE,https://www.bulkreefsupply.com/hydros-flow-sensor-coralvue.html,15817,40
251990,1 Hydros Flow Sensor - CoralVue",,Coralvue,251990,61.99,TRUE,TRUE,https://www.bulkreefsupply.com/hydros-flow-sensor-coralvue.html,15818,47
251956,Hydros Control XD Aquarium Controller,8.50E+11,Coralvue,251956,199.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-control-xd-aquarium-controller-coralvue.html,15541,36
250769,Hydros WaveEngine V2 Standard Multi Pump Controller,8.50E+11,Coralvue,250769,299.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-v2-standard-multi-pump-controller-coralvue.html,14150,33
250747,Hydros Control XP8 Energy Bar Aquarium Controller,8.50E+11,Coralvue,250747,279.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-control-xp8-coralvue.html,14064,24
250748,Hydros Control X3 Aquarium Controller PRO Pack,8.50E+11,Coralvue,250748,539.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-control-x3-aquarium-controller-pro-pack-coralvue.html,14065,10
250749,Hydros Control X4 Aquarium Controller PRO Pack,8.50E+11,Coralvue,250749,659.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-control-x4-aquarium-controller-pro-pack-coralvue.html,14066,30
250746,Hydros Command Bus Terminator,8.50E+11,Coralvue,250746,4.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-command-bus-terminator-coralvue.html,14067,54
250635,Hydros WaveEngine LE Dual Pump Controller,8.50E+11,Coralvue,250635,199.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-le-controller-coralvue.html,14040,21
250189,Hydros WaveEngine Direct Drive Tunze 0-10V Pump Adapter,8.50E+11,Coralvue,250189,14.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-direct-drive-tunze-0-10v-pump-adapter-coralvue.html,12906,3
250188,Hydros WaveEngine Direct Drive IceCap Gyre Pump Adapter,8.50E+11,Coralvue,250188,11.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-direct-drive-pump-adapter-coralvue.html,12904,62
250190,Hydros WaveEngine Direct Drive Maxspect XF330/350 Series Pump Adapter,8.50E+11,Coralvue,250190,11.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-direct-drive-maxspect-xf330-350-series-pump-adapter-coralvue.html,12907,21
250192,Hydros WaveEngine Direct Drive Maxspect Gyre 130/230 Pump Adapter,8.50E+11,Coralvue,250192,11.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-direct-drive-maxspect-gyre-130-230-pump-adapter-coralvue.html,12909,9
250193,Hydros WaveEngine APX Link Third Party Controller Cable,8.50E+11,Coralvue,250193,12.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-apx-link-third-party-controller-cable-coralvue.html,12910,17
250191,Hydros WaveEngine Direct Drive Reef Octopus Varios/Octo Pulse Pump Adapter,8.50E+11,Coralvue,250191,11.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-direct-drive-reef-octopus-varios-octo-pulse-pump-adapter-coralvue.html,12908,31
250196,Hydros WaveEngine Direct Drive Maxspect XF150/250/280 Series Pump Adapter,8.50E+11,Coralvue,250196,11.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-direct-drive-maxspect-xf150-250-280-series-pump-adapter-coralvue.html,12905,11
250187,Hydros WaveEngine 0-10V Quad Cable,8.50E+11,Coralvue,250187,12.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-waveengine-0-10v-quad-cable-coralvue.html,12903,33
232537,HYDROS Dual Inline TDS Sensor,4.71E+12,Coralvue,232537,49.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-dual-inline-tds-sensor-coralvue.html,12565,5
232300,Hydros Automatic Fish Feeder,8.50E+11,Coralvue,232300,34.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-automatic-fish-feeder-coralvue.html,12301,86
231881,Hydros Control 2 Starter Pack - Aquarium Controller System,8.50E+11,Coralvue,231881,199.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-control-2-starter-pack-aquarium-controller-system-hydros.html,11788,12
231898,Hydros DC Solenoid Water Valve -  Coralvue,4.71E+12,Coralvue,231898,24.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-dc-solenoid-water-valve-hydros.html,11806,19
231891,Hydros Rope Leak Sensor Extension -  Coralvue,8.50E+11,Coralvue,231891,29.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-rope-leak-sensor-extension-hydros.html,11799,21
231889,Hydros Drive Port 9ft Extension Cable,8.50E+11,Coralvue,231889,9.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-drive-port-9ft-extension-cable-hydros.html,11797,15
231892,Hydros 3.5mm Adapter Cable,8.50E+11,Coralvue,231892,9.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-3-5mm-adapter-cable-hydros.html,11800,13
231883,Hydros Control 4 Starter Pack - Aquarium Controller System,8.50E+11,Coralvue,231883,449.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-control-4-starter-pack-aquarium-controller-system-hydros.html,11789,47
231900,Hydros DC CO2 Solenoid Valve -  Coralvue,4.71E+12,Coralvue,231900,29.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-dc-co2-solenoid-valve-coralvue.html,11839,6
231897,Hydros Temp Sensor,4.71E+12,Coralvue,231897,24.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-temp-sensor-hydros.html,11805,10
231896,Hydros Leak Sensor,4.71E+12,Coralvue,231896,39.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-leak-sensor-hydros.html,11804,2
231894,Hydros Water Level Sensor,4.71E+12,Coralvue,231894,39.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-liquid-level-sensor-hydros.html,11802,85
231893,Hydros ATO Kit,4.71E+12,Coralvue,231893,79.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-ato-kit-hydros.html,11801,69
231895,Hydros Skimmer Sensor -  Coralvue,4.71E+12,Coralvue,231895,39.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-skimmer-sensor-hydros.html,11803,28
231890,Hydros Sense Port 9ft Extension Cable,8.50E+11,Coralvue,231890,9.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-sense-port-9ft-extension-cable-hydros.html,11798,15
231888,Hydros System Command Bus Cable,8.50E+11,Coralvue,231888,9.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-system-command-bus-cable-hydros.html,11796,36
231886,Hydros Slim Temperature Probe,8.50E+11,Coralvue,231886,24.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-temperature-probe-hydros.html,11794,7
231887,Hydros Rope Leak Sensor Kit,8.50E+11,Coralvue,231887,39.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-rope-leak-sensor-kit-hydros.html,11795,15
231884,Hydros Smart Wifi Plug,8.50E+11,Coralvue,231884,23.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-smart-wifi-plug-hydros.html,11793,3
231885,Hydros Wifi Power Strip,8.50E+11,Coralvue,231885,39.99,TRUE,FALSE,https://www.bulkreefsupply.com/hydros-wifi-power-strip-hydros.html,11792,16
209786,Inline Probe Holder - Compression Fitting,,Coralvue,209786,25.99,TRUE,FALSE,https://www.bulkreefsupply.com/probe-holder.html,5080,4
251838,Jumpguard MULTICO Cut Out Accessory Set - D-D The Aquarium Solution,5.06E+12,D-D The Aquarium Solution Ltd,251838,11.99,TRUE,FALSE,https://www.bulkreefsupply.com/jumpguard-multico-cut-out-accessory-set-d-d-the-aquarium-solution.html,15286,182
251837,Jumpguard Replacement Mesh (39 x 79") - D-D The Aquarium Solution",5.06E+12,D-D The Aquarium Solution Ltd,251837,14.99,TRUE,FALSE,https://www.bulkreefsupply.com/jumpguard-replacement-mesh-39-x-79-d-d-the-aquarium-solution.html,15287,10
251834,Jumpguard DIY Aquarium Cover (70.8 x 35.4 inches) - D-D The Aquarium Solution,5.06E+12,D-D The Aquarium Solution Ltd,251834,79,TRUE,FALSE,https://www.bulkreefsupply.com/jumpguard-diy-aquarium-cover-70-8-x-35-4-inches-d-d-the-aquarium-solution.html,15283,55
251832,Jumpguard Feeding Portal - D-D The Aquarium Solution,5.06E+12,D-D The Aquarium Solution Ltd,251832,5,TRUE,FALSE,https://www.bulkreefsupply.com/jumpguard-feeding-portal-d-d-the-aquarium-solution.html,15281,792
251836,Jumpguard FLEXICO Cut Out Accessory Set - D-D The Aquarium Solution,5.06E+12,D-D The Aquarium Solution Ltd,251836,12.99,TRUE,FALSE,https://www.bulkreefsupply.com/jumpguard-flexico-cut-out-accessory-set-d-d-the-aquarium-solution.html,15285,177
251173,Radion G5 to G6 Upgrade Kit - XR30 Blue,7.04E+11,EcoTech Marine,251173,399.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-g5-to-g6-upgrade-kit-xr30-blue-ecotech-marine.html,14475,15
251170,Radion G5 to G6 Upgrade Kit - XR15 Pro,7.04E+11,EcoTech Marine,251170,199.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-g5-to-g6-upgrade-kit-xr15-pro-ecotech-marine.html,14473,3
251172,Radion G5 to G6 Upgrade Kit - XR30 Pro,7.04E+11,EcoTech Marine,251172,399.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-g5-to-g6-upgrade-kit-xr30-pro-ecotech-marine.html,14476,19
251128,Radion XR15 G6 Blue LED Light Fixture,7.04E+11,EcoTech Marine,251128,499.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-xr15-g6-blue-led-light-fixture-ecotech-marine.html,14461,101
251130,Radion XR30 G6 Blue LED Light Fixture,7.04E+11,EcoTech Marine,251130,949.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-xr30-g6-blue-led-light-fixture-ecotech-marine.html,14458,87
251171,Radion G5 to G6 Upgrade Kit - XR15 Blue,7.04E+11,EcoTech Marine,251171,199.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-g5-to-g6-upgrade-kit-xr15-blue-ecotech-marine.html,14474,3
251127,Radion XR15 G6 Pro LED Light Fixture,7.04E+11,EcoTech Marine,251127,499.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-xr15-g6-pro-led-light-fixture-ecotech-marine.html,14460,141
251129,Radion XR30 G6 Pro LED Light Fixture,7.04E+11,EcoTech Marine,251129,949.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-xr30-g6-pro-led-light-fixture-ecotech-marine.html,14459,170
250368,Radion XR15 G5 Freshwater LED Light Fixture,6.53E+11,EcoTech Marine,250368,499.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-xr15-g5-freshwater-led-light-fixture-ecotech-marine.html,13166,1
250367,Radion XR30 G5 Freshwater LED Light Fixture,6.53E+11,EcoTech Marine,250367,949.99,TRUE,FALSE,https://www.bulkreefsupply.com/radion-xr30-g5-freshwater-led-light-fixture-ecotech-marine.html,13165,14
212943,RMS XR30 G5 Adapter Kit,6.53E+11,EcoTech Marine,212943,11.55,TRUE,FALSE,https://www.bulkreefsupply.com/rms-xr30-g5-adapter-kit-ecotech-marine.html,11918,64
212942,RMS XR15 G5 Adapter Kit,6.53E+11,EcoTech Marine,212942,11.55,TRUE,FALSE,https://www.bulkreefsupply.com/rms-xr15-g5-adapter-kit-ecotech-marine.html,11917,33
212947B,RMS XR30 G4 Tank Mount with G5 Adapter Bundle (DISCONTINUED),,EcoTech Marine,212947B,103.95,FALSE,FALSE,https://www.bulkreefsupply.com/rms-xr30-g4-tank-mount-with-g5-adapter-bundle-ecotech-marine-bundle.html,11254,0
212381B,XR30w G4 Pro Radion with FREE Diffuser Bundle (DISCONTINUED),,EcoTech Marine,212381B,672.01,FALSE,FALSE,https://www.bulkreefsupply.com/xr30w-g4-pro-radion-with-diffuser-bundle-ecotech-marine-bundle.html,11197,0
212382B,XR15w G4 Pro Radion with FREE Diffuser Bundle (DISCONTINUED),,EcoTech Marine,212382B,335.99,FALSE,FALSE,https://www.bulkreefsupply.com/xr15w-g4-pro-radion-with-diffuser-bundle-ecotech-marine-bundle.html,11198,0
213228,Vectra L2 - Mobius Ready DC Return Pump (3100 GPH),6.53E+11,EcoTech Marine,213228,549.99,TRUE,FALSE,https://www.bulkreefsupply.com/vectra-l2-mobius-ready-dc-return-pump-3100-gph-ecotech-marine.html,10711,50
213224,VorTech MP40mQD - Mobius Ready QuietDrive Propeller Pump,6.53E+11,EcoTech Marine,213224,429.99,TRUE,FALSE,https://www.bulkreefsupply.com/vortech-mp40qd-mobius-ready-quietdrive-propeller-pump-ecotech-marine.html,10707,482
213225,VorTech MP60mQD - Mobius Ready QuietDrive Propeller Pump,6.53E+11,EcoTech Marine,213225,819.99,TRUE,FALSE,https://www.bulkreefsupply.com/vortech-mp60qd-mobius-ready-quietdrive-propeller-pump-ecotech-marine.html,10708,75
213227,Vectra M2 - Mobius Ready DC Return Pump (2000 GPH),6.53E+11,EcoTech Marine,213227,449.99,TRUE,FALSE,https://www.bulkreefsupply.com/vectra-m2-mobius-ready-dc-return-pump-2000-gph-ecotech-marine.html,10710,70
